iter	RMSE
226	0.1059453082
227	0.1057624632
228	0.1055881692
229	0.1054586462
230	0.1053187008
231	0.1051401327
232	0.1050045213
233	0.1048169009
234	0.1046562678
235	0.1044748394
236	0.1043366022
237	0.1041612171
238	0.1039162617
239	0.1037694115
240	0.1036281576
241	0.1034122361
242	0.1032711448
243	0.1031141783
244	0.1028897744
245	0.1027331169
246	0.102589226
247	0.1024707212
248	0.1023578916
249	0.1022259142
250	0.102048947
251	0.1019220213
252	0.101793785
253	0.1016577217
254	0.1014919658
255	0.1013152363
256	0.1011354395
257	0.101011207
258	0.1008638348
259	0.1007557558
260	0.1005988859
261	0.1004728917
262	0.1002733774
263	0.1001729906
264	0.100073685
265	0.0999703406
266	0.09984161881
267	0.09970831495
268	0.09959092253
269	0.09945300767
270	0.09933534326
271	0.09923192822
272	0.09910711329
273	0.09906083742
274	0.09893147317
275	0.09876343102
276	0.09865645253
277	0.09849495644
278	0.09839588981
279	0.09826979871
280	0.09814917171
281	0.09800361136
282	0.0978696601
283	0.09777548332
284	0.09763037052
285	0.09750709005
286	0.09741956041
287	0.0973015257
288	0.09721574353
289	0.09715610237
290	0.09709335635
291	0.09693691491
292	0.09678167866
293	0.09669590878
294	0.09659229509
295	0.09644874207
296	0.09635389521
297	0.09627801219
298	0.09619086704
299	0.09608148999
300	0.09600412085
301	0.09583861822
302	0.09575414372
303	0.09565192327
304	0.09549755453
305	0.09538945405
306	0.09526898906
307	0.09514588128
308	0.0950652423
309	0.09494623727
310	0.09482985839
311	0.09471079025
312	0.09463295417
313	0.09455553723
314	0.0944624641
315	0.09437019394
316	0.09428318945
317	0.0941654913
318	0.09409447229
319	0.09395856633
320	0.09386701034
321	0.09377747989
322	0.09367414801
323	0.09359822289
324	0.09353165567
325	0.09345320198
326	0.09338722159
327	0.09332340311
328	0.09320521771
329	0.0931469167
330	0.09303838867
331	0.09289958545
332	0.09278997683
333	0.09267868149
334	0.09256504696
335	0.09246592163
336	0.09230912951
337	0.0921328381
338	0.09198642527
339	0.09185614579
340	0.09170272969
341	0.09159169459
342	0.09147589125
343	0.09136810483
344	0.09125075386
345	0.09112341425
346	0.09105947916
347	0.09094053526
348	0.09084550222
349	0.09074805834
350	0.09066338659
351	0.09055403862
352	0.09048638052
353	0.09039912159
354	0.09025860659
355	0.0901513612
356	0.0900515425
357	0.08995926072
358	0.08984521862
359	0.08976599369
360	0.08965846623
361	0.0895296141
362	0.0894324714
363	0.08930882195
364	0.08919628717
365	0.08910224129
366	0.08902002904
367	0.08893490155
368	0.08882361621
369	0.08871265879
370	0.08861804069
371	0.0884978404
372	0.08838422184
373	0.08829125057
374	0.0882236161
375	0.08810227785
376	0.08800232515
377	0.08788666632
378	0.0877900046
379	0.08766623067
380	0.08756867087
381	0.08747261994
382	0.08734949824
383	0.08723192628
384	0.08712136462
385	0.08700790042
386	0.08694917864
387	0.08682698043
388	0.08673360985
389	0.08660228159
390	0.08641383291
391	0.08630623187
392	0.08624013781
393	0.08610710201
394	0.08597077808
395	0.08587573139
396	0.08580117907
397	0.08564539679
398	0.08552696752
399	0.08540127801
400	0.0852251686
401	0.08510382667
402	0.08499310426
403	0.08489853095
404	0.0847971614
405	0.0846933903
406	0.08457207617
407	0.08448442744
408	0.0844124637
409	0.0843079929
410	0.08422881242
411	0.0841744279
412	0.08405793228
413	0.08402373246
414	0.08399387494
415	0.08388719069
416	0.08381690454
417	0.08372874357
418	0.08359949507
419	0.08350128719
420	0.08337823882
421	0.08327934957
422	0.08318881417
423	0.08311086926
424	0.08305217423
425	0.0829358176
426	0.08287842863
427	0.08273238811
428	0.08262362136
429	0.08253818094
430	0.08241794421
431	0.08233359876
432	0.08226791893
433	0.08218828768
434	0.08209212644
435	0.08199362298
436	0.08185873203
437	0.08180094699
438	0.08166894649
439	0.08159461546
440	0.08149557933
441	0.08139901763
442	0.08128164695
443	0.08115232952
444	0.08107226502
445	0.0809989854
446	0.08084566516
447	0.08075860206
448	0.08069997044
449	0.08064746453
450	0.08054807364
451	0.08048884962
452	0.08039568406
453	0.08031043107
454	0.08019721376
455	0.08011560523
456	0.08002512473
457	0.07992840901
458	0.0798090546
459	0.07973306434
460	0.07967457166
461	0.07959193938
462	0.07948952999
463	0.07938330345
464	0.07924171111
465	0.07915955683
466	0.0790717293
467	0.07900232725
468	0.07887681825
469	0.07876756761
470	0.07869824606
471	0.07861446789
472	0.07852118293
473	0.0784594783
474	0.07838572862
475	0.07831279425
476	0.07823299743
477	0.07811926687
478	0.07801380441
479	0.07789243956
480	0.07777503298
481	0.07767083399
482	0.07755669401
483	0.07745639377
484	0.07733700619
485	0.07728087738
486	0.07719702867
487	0.07715430271
488	0.07703442455
489	0.07692202704
490	0.07689858699
491	0.07679620193
492	0.07672477033
493	0.07666272428
494	0.07654705904
495	0.07647080793
496	0.07637878772
497	0.07630681487
498	0.07618987337
499	0.0761648255
500	0.07609141337
501	0.07605875775
502	0.07602909115
503	0.07596541675
504	0.07587156987
505	0.07577807328
506	0.07572705778
507	0.07561423634
508	0.07556672855
509	0.07553916917
510	0.07548850131
511	0.07545554556
512	0.07538017354
513	0.0753455927
514	0.07533281439
515	0.07526523801
516	0.07516128393
517	0.07511384477
518	0.07504786708
519	0.07498017013
520	0.07493901649
521	0.07485777641
522	0.07480254796
523	0.07473280909
524	0.07462516568
525	0.07460840115
526	0.07454728429
527	0.07452507242
528	0.07449619014
529	0.07438878971
530	0.07435284858
531	0.07432797996
532	0.07430380241
533	0.07417972699
534	0.07408039806
535	0.07405392191
536	0.07399933168
537	0.07388927222
538	0.07383001715
539	0.07378788876
540	0.07374870851
541	0.073713569
542	0.07369832422
543	0.07361497746
544	0.0735747076
545	0.07352107791
546	0.07344819472
547	0.07340550752
548	0.07335039528
549	0.07328893527
550	0.07327486454
551	0.07321549767
552	0.07318069407
553	0.07305398933
554	0.07301507509
555	0.07299287876
556	0.07294351337
557	0.07289019808
558	0.07282501142
559	0.07276411649
560	0.07271102385
561	0.07262769415
562	0.07258039404
563	0.07246529123
564	0.0724301194
565	0.07240572014
566	0.07236652548
567	0.07234137544
568	0.07232748377
569	0.07229353479
570	0.07226902895
571	0.07223936701
572	0.07222791551
573	0.07214655947
574	0.07212798844
575	0.07204134331
576	0.07202295193
577	0.07199121662
578	0.07195115303
579	0.07190306854
580	0.07177880546
581	0.07168068022
582	0.07165037643
583	0.0715572627
584	0.0715238772
585	0.07151475104
586	0.0714144863
587	0.07133427895
588	0.07123952301
589	0.07114384092
590	0.071064779
591	0.07095625652
592	0.07087595556
593	0.07084267503
594	0.07080957033
595	0.07073073018
596	0.07066434167
597	0.07064275532
598	0.07060913074
599	0.07049906328
600	0.07047355398
601	0.07045103436
602	0.07039102869
603	0.07035084009
604	0.07032648695
605	0.07029008508
606	0.07024350585
607	0.07020416753
608	0.07013485821
609	0.07004383552
610	0.0699948065
611	0.06998359244
612	0.06997102687
613	0.06991060413
614	0.06979633986
615	0.06970206419
616	0.06961404722
617	0.06959224215
618	0.06956991079
619	0.06955812692
620	0.06953334456
621	0.06951132409
622	0.06949263864
623	0.06938195348
624	0.06933875136
625	0.06929886272
626	0.06919047147
627	0.06917048002
628	0.06912640392
629	0.06901664703
630	0.06899860683
631	0.06891331319
632	0.06887607787
633	0.06886848345
634	0.06875397452
635	0.06874442272
636	0.06868942065
637	0.06858076372
638	0.06854853387
639	0.06847771771
640	0.06844772756
641	0.06839035717
642	0.06835586342
643	0.06833435098
644	0.06827603836
645	0.06824963067
646	0.0682236807
647	0.06821095897
648	0.06811177827
649	0.06807687151
650	0.0679786986
651	0.06793261178
652	0.06782965841
653	0.06779997623
654	0.06777400355
655	0.06774361795
656	0.06771569422
657	0.06762348081
658	0.06757615752
659	0.06749557334
660	0.06742708667
661	0.06734790843
662	0.06730042559
663	0.06729143343
664	0.06720079827
665	0.06718817811
666	0.06715655043
667	0.06710757024
668	0.06709002369
669	0.06704830904
670	0.06704112187
671	0.0669832017
672	0.06694665346
673	0.06683231671
674	0.06674013639
675	0.06671503499
676	0.06670551738
677	0.06666154395
678	0.06664773483
679	0.06662309946
680	0.0666143142
681	0.06653626685
682	0.06649128897
683	0.06640319789
684	0.06636002012
685	0.06630191924
686	0.06621325967
687	0.06620507336
688	0.06619659526
689	0.06616375758
690	0.06612891375
691	0.06602912581
692	0.06600573092
693	0.06596887153
694	0.06590451857
695	0.06588810731
696	0.06582098379
697	0.06580358952
698	0.06575459699
699	0.06574659337
700	0.06569657007
701	0.06568831655
702	0.06564910692
703	0.06558975895
704	0.0655740053
705	0.06550674443
706	0.06548196837
707	0.06547127782
708	0.06538844255
709	0.06537997705
710	0.06535895765
711	0.06528599631
712	0.06523354814
713	0.06521484565
714	0.06517696341
715	0.06514229979
716	0.06505457836
717	0.06494975948
718	0.06494455261
719	0.0649090119
720	0.06489963092
721	0.0648918361
722	0.06486924379
723	0.06478931286
724	0.06478260126
725	0.06468308241
726	0.06457832752
727	0.06457074615
728	0.0645286899
729	0.06446151762
730	0.06438920225
731	0.06435365328
732	0.06429286167
733	0.06424456569
734	0.06420672204
735	0.06417905476
736	0.06411633307
737	0.0640472264
738	0.06397856555
739	0.0639049963
740	0.06385098609
741	0.06382188934
742	0.06376501278
743	0.06375828881
744	0.06372393633
745	0.06369258683
746	0.06365896078
747	0.06363068863
748	0.0635378576
749	0.063471638
750	0.06344535769
751	0.06343220636
752	0.06342607466
753	0.06339508782
754	0.0633825527
755	0.06335585488
756	0.06333457904
757	0.0632849598
758	0.06322633284
759	0.06317871527
760	0.06309279767
761	0.06304796521
762	0.06300681747
763	0.06298057536
764	0.06296102239
765	0.06290936476
766	0.06287149192
767	0.06283337546
768	0.06277526747
769	0.06272937207
770	0.06266448158
771	0.06259470666
772	0.0625407627
773	0.06248086097
774	0.06243049335
775	0.06235891632
776	0.06231260831
777	0.06228134247
778	0.06225572061
779	0.06219071453
780	0.06215335826
781	0.06214754664
782	0.06209680563
783	0.06207898891
784	0.06202900236
785	0.06202322885
786	0.06200596659
787	0.06194982731
788	0.06191613372
789	0.06188214934
790	0.06186297176
791	0.06182720256
792	0.06179003819
793	0.06173919502
794	0.06169740028
795	0.06166143489
796	0.06159007964
797	0.06156377142
798	0.0614897845
799	0.061446804
800	0.06137866237
801	0.06131264524
802	0.06127456399
803	0.06122610339
804	0.06117612831
805	0.06111509589
806	0.06104603289
807	0.06102109169
808	0.06095217316
809	0.06093095475
810	0.06090787452
811	0.06089605723
812	0.06086168261
813	0.06082480388
814	0.06079398284
815	0.06077709575
816	0.06073543689
817	0.06064467759
818	0.06058506723
819	0.06050277657
820	0.06049713594
821	0.06046797625
822	0.06044864829
823	0.06040765654
824	0.06038994168
825	0.06032693582
826	0.06030682054
827	0.06028075212
828	0.06026865051
829	0.0602096874
830	0.06018398088
831	0.06009707528
832	0.06008943956
833	0.06002017171
834	0.06001368645
835	0.05994254766
836	0.05988867267
837	0.05979909346
838	0.05972526043
839	0.05966990684
840	0.05962102251
841	0.05959929342
842	0.05952140632
843	0.05942779793
844	0.05937027369
845	0.05935024206
846	0.05930492581
847	0.05926010157
848	0.05922431197
849	0.05920957913
850	0.0591577045
851	0.05908202754
852	0.05905051916
853	0.05903588408
854	0.05898231951
855	0.05891860883
856	0.05891343387
857	0.05887611188
858	0.0588316544
859	0.05879770031
860	0.0587819704
861	0.05877276354
862	0.0587187148
863	0.05869604335
864	0.05865365784
865	0.05861842638
866	0.05856955256
867	0.05853420484
868	0.05849220151
869	0.05844065884
870	0.05837277187
871	0.05834109218
872	0.05829058389
873	0.05826072936
874	0.05822253695
875	0.05820278407
876	0.05818543178
877	0.05816379271
878	0.05809898649
879	0.05807527963
880	0.05805828988
881	0.05795167656
882	0.05789975882
883	0.05786354176
884	0.05782083544
885	0.05775192152
886	0.05770716099
887	0.05764700064
888	0.05757338865
889	0.05749458145
890	0.05746273396
891	0.05745743915
892	0.05740954043
893	0.05736383369
894	0.05732833415
895	0.05728734871
896	0.0572529486
897	0.05721078713
898	0.05716535841
899	0.05713811023
900	0.05712215459
901	0.05705926951
902	0.0570199136
903	0.05693238443
904	0.05692929359
905	0.05690651482
906	0.05684810175
907	0.05679685929
908	0.05679276126
909	0.05678821768
910	0.05678475189
911	0.05673651353
912	0.05671826697
913	0.0566692013
914	0.05662385473
915	0.05659754578
916	0.05651017095
917	0.05649704464
918	0.05649306475
919	0.05648221347
920	0.05641656292
921	0.05640107454
922	0.05637100384
923	0.05635775541
924	0.05629578259
925	0.0562360006
926	0.05617444313
927	0.05613840662
928	0.05608176443
929	0.05604311113
930	0.05603210152
931	0.05601121215
932	0.05596302859
933	0.05590701541
934	0.0558895719
935	0.05584877863
936	0.05581845932
937	0.05578370104
938	0.05577292064
939	0.05571631313
940	0.05566755351
941	0.0556066187
942	0.05557062105
943	0.05551086953
944	0.05550797833
945	0.05548454863
946	0.0554346578
947	0.05540408652
948	0.05536092928
949	0.05535615841
950	0.05533278953
951	0.05532334627
952	0.05524830953
953	0.05521064088
954	0.05520018323
955	0.05517503817
956	0.05508050329
957	0.05506962707
958	0.05501496434
959	0.05499052045
960	0.05495974663
961	0.05491301496
962	0.05489933242
963	0.05487692292
964	0.05481718584
965	0.05476189255
966	0.05473112173
967	0.05468218302
968	0.05467876327
969	0.05463619982
970	0.05463284933
971	0.05460538718
972	0.05457976205
973	0.05453209237
974	0.05452383735
975	0.05451426219
976	0.05449199417
977	0.05442112187
978	0.05441112024
979	0.05436648437
980	0.05434338939
981	0.05432173946
982	0.05431919745
983	0.05430563353
984	0.05430311151
985	0.05426563976
986	0.05422585381
987	0.0541603915
988	0.05413472577
989	0.0541255859
990	0.05409674489
991	0.05406359316
992	0.05405214985
993	0.05400618249
994	0.05398617496
995	0.05398329085
996	0.05393400717
997	0.05391476223
998	0.05390283927
999	0.05389080984
